Region,Ocean,Latitude (N),Longitude €,Location,Depth (m),Depth range,SCOC (mmol O2 m-2 d-1),ex situ/ in situ,Measurement/ sampling device,TOU/ DOU/ AOU,median sediment grain size (?m),sediment type,photosynthetic sediment,dark/ light incubation/ measurements,Reference
"Buzzard Bay, Massachusetts",Atlantic Ocean,41.64,-70.91,approximated location,7,near-shore (0-50m),5.8,ex situ ,core incubation,TOU,NA,NA,NA,dark,"Shine, J. P., Ika, R. & Ford, T. E. Relationship between oxygen consumption and sediment-water fluxes of heavy metals in coastal marine sediments. Environ. Toxicol. Chem. 17, 2325 (1998)."
"Buzzard Bay, Massachusetts",Atlantic Ocean,41.64,-70.91,approximated location,7,near-shore (0-50m),12,ex situ ,core incubation,TOU,NA,NA,NA,dark,"Shine, J. P., Ika, R. & Ford, T. E. Relationship between oxygen consumption and sediment-water fluxes of heavy metals in coastal marine sediments. Environ. Toxicol. Chem. 17, 2325 (1998)."
Pacific Ocean,Pacific Ocean,31,-159,exact location,5900,abyssal plain/ continental rise (>2000m),0.03,in situ,lander with benthic chambers,TOU,NA,clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Pacific Ocean,Pacific Ocean,31,-159,exact location,5900,abyssal plain/ continental rise (>2000m),0.06,in situ,lander with benthic chambers,TOU,NA,clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Pacific Ocean,Pacific Ocean,31,-159,exact location,5900,abyssal plain/ continental rise (>2000m),0.07,in situ,lander with benthic chambers,TOU,NA,clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Pacific Ocean,Pacific Ocean,32.55,-120.52,exact location,3815,abyssal plain/ continental rise (>2000m),0.84,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Pacific Ocean,Pacific Ocean,32.55,-120.52,exact location,3815,abyssal plain/ continental rise (>2000m),1.21,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Pacific Ocean,Pacific Ocean,32.55,-120.52,exact location,3815,abyssal plain/ continental rise (>2000m),1.66,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Pacific Ocean,Pacific Ocean,32.55,-120.52,exact location,3815,abyssal plain/ continental rise (>2000m),1.69,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L. & Baldwin, R. J. Seasonal fluctuations in deep-sea sediment community oxygen consumption: central and eastern North Pacific. Nature 307, 624–626 (1984)"
Cape Cod,Atlantic Ocean,39.77,-70.67,exact location,1850,continental slope (>200-2000m),1.07,in situ,benthic incubation chamber,TOU,NA,ooze sediment,not investigated,not investigated,"Smith, K. L. & Teal, J. M. Deep-sea benthic community respiration: An in situ study at 1850 meters. Science. 179, 282–283 (1973)"
NW Atlantic Ocean,Atlantic Ocean,33.94,-65.82,exact location,5080,abyssal plain/ continental rise (>2000m),0.07,in situ,lander with benthic chambers,TOU,NA,clay,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,34.75,-66.5,exact location,5200,abyssal plain/ continental rise (>2000m),0.02,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,36.39,-68.07,exact location,4830,abyssal plain/ continental rise (>2000m),0.04,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,37.25,-68.68,exact location,4670,abyssal plain/ continental rise (>2000m),0.09,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,38.3,-69.59,exact location,3650,abyssal plain/ continental rise (>2000m),0.18,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,38.3,-69.59,exact location,3650,abyssal plain/ continental rise (>2000m),0.24,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,38.79,-70.13,exact location,3000,abyssal plain/ continental rise (>2000m),0.18,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,38.79,-70.13,exact location,3000,abyssal plain/ continental rise (>2000m),0.22,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,38.82,-72.51,exact location,2200,abyssal plain/ continental rise (>2000m),0.47,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,39.76,-70.66,exact location,1850,continental slope (>200-2000m),0.51,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,39.79,-70.16,exact location,2750,abyssal plain/ continental rise (>2000m),0.35,in situ,lander with benthic chambers,TOU,NA,clayey silt,not investigated,not investigated,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,41.29,-70.92,exact location,40,near-shore (0-50m),15.17,in situ,lander with benthic chambers,TOU,NA,clayey silt,NA,NA,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,41.29,-70.92,exact location,40,near-shore (0-50m),29.72,in situ,lander with benthic chambers,TOU,NA,clayey silt,NA,NA,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
NW Atlantic Ocean,Atlantic Ocean,41.29,-70.92,exact location,40,near-shore (0-50m),31.59,in situ,lander with benthic chambers,TOU,NA,clayey silt,NA,NA,"Smith, K. L. Benthic community respiration in the N.W. Atlantic Ocean: In situ measurements from 40 to 5200 m. Mar. Biol. 47, 337–347 (1978)."
equatorial Pacific Ocean,Pacific Ocean,32.5792,-119,approximated location,1300,continental slope (>200-2000m),2.233333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-119,approximated location,1300,continental slope (>200-2000m),2.241666667,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-119,approximated location,1300,continental slope (>200-2000m),2.383333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-119,approximated location,1300,continental slope (>200-2000m),2.433333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-119,approximated location,1300,continental slope (>200-2000m),2.925,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),1.458333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),1.716666667,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),2.091666667,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),2.233333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),2.858333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-121,approximated location,3815,abyssal plain/ continental rise (>2000m),2.908333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),0.633333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),0.658333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),0.825,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),1.058333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-124,approximated location,4400,abyssal plain/ continental rise (>2000m),1.166666667,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-133,approximated location,4900,abyssal plain/ continental rise (>2000m),0.075,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-133,approximated location,4900,abyssal plain/ continental rise (>2000m),0.166666667,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-133,approximated location,4900,abyssal plain/ continental rise (>2000m),0.266666667,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.058333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.075,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.1,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.133333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.183333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
equatorial Pacific Ocean,Pacific Ocean,32.5792,-158.5,approximated location,5900,abyssal plain/ continental rise (>2000m),0.233333333,in situ,lander with benthic chambers,TOU,NA,NA,not investigated,not investigated,"Smith, K. L. Food energy supply and demand: A discrepancy between particulate organic carbon flux and sediment community oxygen consumption in the deep ocean. Limnol. Oceanogr. 32, 201–220 (1987)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),57.77,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),63.35,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),69.99,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),74.92,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),78.25,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),79.42,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),87.25,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),91.22,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),95.93,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),98.93,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
"Sapelo Island, Georgia",Atlantic Ocean,39.77,-70.67,exact location,7,near-shore (0-50m),99.36,ex situ ,core incubation,TOU,150,fine sand,no,dark,"Smith, K. L. Respiration of a sublitoral community. Ecology 54, 1065–1075 (1973)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.51,ex situ ,benthic incubation chamber,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Glatts, R. C., Kaufmann, R. S. & Fisher, E. C. Detrital aggregates on the sea floor: Chemical composition and aerobic decomposition rates at a time-series station in the abyssal NE Pacific. Deep. Res. II 45, 843–880 (1998)."
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.56,ex situ ,benthic incubation chamber,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Glatts, R. C., Kaufmann, R. S. & Fisher, E. C. Detrital aggregates on the sea floor: Chemical composition and aerobic decomposition rates at a time-series station in the abyssal NE Pacific. Deep. Res. II 45, 843–880 (1998)."
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),1.18,ex situ ,benthic incubation chamber,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Glatts, R. C., Kaufmann, R. S. & Fisher, E. C. Detrital aggregates on the sea floor: Chemical composition and aerobic decomposition rates at a time-series station in the abyssal NE Pacific. Deep. Res. II 45, 843–880 (1998)."
Station ALOHA,Pacific Ocean,22.75,-158,exact location,4730,abyssal plain/ continental rise (>2000m),0.18,in situ,lander with benthic chambers,TOU,NA,clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Karl, D. M. & Boetius, A. Benthic community responses to pulses in pelagic food supply: North Pacific Subtropical Gyre. Deep. Res. I 49, 971–990 (2002)."
Station M,Pacific Ocean,34.83,-123.1,exact location,4100,abyssal plain/ continental rise (>2000m),0.77,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Karl, D. M. & Boetius, A. Benthic community responses to pulses in pelagic food supply: North Pacific Subtropical Gyre. Deep. Res. I 49, 971–990 (2002)."
Station M,Pacific Ocean,34.83,-123.1,exact location,4100,abyssal plain/ continental rise (>2000m),0.92,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Karl, D. M. & Boetius, A. Benthic community responses to pulses in pelagic food supply: North Pacific Subtropical Gyre. Deep. Res. I 49, 971–990 (2002)."
Station M,Pacific Ocean,34.83,-123.1,exact location,4100,abyssal plain/ continental rise (>2000m),1.01,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Karl, D. M. & Boetius, A. Benthic community responses to pulses in pelagic food supply: North Pacific Subtropical Gyre. Deep. Res. I 49, 971–990 (2002)."
Station M,Pacific Ocean,34.83,-123.1,exact location,4100,abyssal plain/ continental rise (>2000m),1.04,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Karl, D. M. & Boetius, A. Benthic community responses to pulses in pelagic food supply: North Pacific Subtropical Gyre. Deep. Res. I 49, 971–990 (2002)."
Station M,Pacific Ocean,34.83,-123.1,exact location,4100,abyssal plain/ continental rise (>2000m),1.12,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Baldwin, R. J., Karl, D. M. & Boetius, A. Benthic community responses to pulses in pelagic food supply: North Pacific Subtropical Gyre. Deep. Res. I 49, 971–990 (2002)."
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.56,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.6,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.62,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.66,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.69,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.73,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.84,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.96,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123,approximated location,4100,abyssal plain/ continental rise (>2000m),0.98,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Glatts, R. C., Baldwin, R. J. & Beaulieu, S. E. An autonomoous, bottom-transecting vehicle for making long time-series measurements of sediment community oxygen consumption to abyssal depths. Limnol. Oceanogr. 42, 1601–1612 (1997)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.67,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.7,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
Station M,Pacific Ocean,34.83,-123.1,approximated location,4100,abyssal plain/ continental rise (>2000m),0.71,in situ,lander with benthic chambers,TOU,NA,silty clay,not investigated,not investigated,"Smith, K. L., Kaufmann, R. S., Baldwin, R. J. & Carlucci, A. F. Pelagic-benthic coupling in the abyssal eastern North Pacific: An 8-year time-series study of food supply and demand. Limnol. Oceanogr. 46, 543–556 (2001)"
